"key","key2","value"
"xednjmwemf","rvfjbevxbg",1.24276169192467
"pmanphlxzv","vawtwwnwcm",1.04985257515553
"unwfwbauzn","jjkeeqskgv",-0.915458908583282
"zsvqbtjpvi","qxgdyoanoy",-0.699141727541939
"svzfriscsj","qgoyypbxvy",-0.526667068927477
"ffqtawafso","llxxbkhlzb",-0.0109757434032911
"hokbjtalbl","ugfuzcpwmx",-0.262793723084304
"sggiquatjy","hovwvsrldc",-0.420547638923688
"wiaiqdccyp","ekwchmcten",-0.394308697487723
"geaytwhrkr","zotovdxrqi",2.09316137615252
"atdhpapoqv","hmnpakhohg",0.556449131368843
"ymtbaomndj","lsythidlpg",0.71491480983255
"libasuvgae","nxzrfcutvl",1.54691731754745
"tdpgiiknal","xgjilumonr",0.453908795648008
"rbbzsohwuf","nwzqlwjwuc",1.00474737435578
"kwgjnmckhh","nhyfqkcvvt",0.0448631480681107
"jpdczscnje","dimsynoefl",-0.369023348725322
"tcaocmqlta","vreibytguh",-2.56598611977025
"rhgwhjyhib","hjkpcczmbf",-0.145978661689468
"cbelndrlhl","lcmfqdqigf",0.184678074539791
"weghcsqcco","moqrfhwzkm",0.906428695276032
"cwnuwftspf","wwlqjbafmk",1.91037095908033
"wlfnfbejqq","mxzrruweiu",0.901084388621024
"cfexachqeu","svhdesaxwd",1.64315533474564
"msahyielyc","amzixcsodf",1.1544881680418
"gcqlzechqp","kfzliepidh",-0.27536920635098
"rixzsuzqwr","vygpivsxad",1.68112750182292
"enoyprlqsx","uotejehwvy",-0.860257382262527
"yfbeaaamwm","ktdmouaqms",-0.908502098112685
"iolpsvslct","nzdtheaaus",-0.934963342461022
"jobpvgxucj","hxedbsbjqy",-0.425818190554133
"xdxpwjudxl","yqijotwfqm",-0.0595629518286924
"vnftwrbcyz","twgbuhxgih",1.33320361690798
"cbgdkkvprh","hwnosqxmsp",-0.0323404243554379
"xilnqxugod","ildhdtuahc",1.16929072334592
"uqbbgtdsou","woghunrsqb",-1.74611956848461
"jujbsfzodr","qycpfnjaax",0.17236513548202
"zxmkjjugjs","uscoigzhwa",0.208967468267082
"jkkcdxoqly","uucfkedtfe",0.241160848515588
"ywghikwjtn","noxzqrwhdz",-0.947284917324416
"fnkstbxpjw","iyzjuuoqnv",-0.0504382612186971
"aendjkolvt","edgcyuefex",-0.304310656109233
"dkovadcbqq","poicwkbldf",-1.56688794037843
"wyionpcsow","aadakyoooz",0.3810660225117
"fketigjeqi","iuejcvfvrv",1.09501082606128
"fmipwpiijz","sfngiefkph",0.479077230777609
"bajqylfrux","quwdzriaiz",-0.0820155066932324
"yfvzjpkkku","fbzfnyypgp",-1.16979369118694
"gjjdtzzxax","pudnfvjwbc",2.34663674986274
"ujuyxqwowf","izasxbwyem",1.15674660388926
"hjkylvuqmb","watcbyxfmn",-1.25886467631831
"wzvomdiflt","itgtsyvpyh",0.446325674159874
"hfkdhbpstz","zkdcmyqspx",-1.81351026277784
"zvhpogppwh","ehnwjvgjar",-0.51821537324234
"ptbajcwfxc","rlylaevpcw",-0.347533699517649
"tpqrhhrdfb","hkcqrasejd",1.35602386891395
"vpwpijfked","xqwhpfybfl",-0.195226309488663
"tkroeywech","uzchpxwcph",-2.00601612788984
"kzwssyccsa","nvoxmemnua",-0.231540756668537
"dheimrrfya","cmqvmqvept",-2.71337918825395
"cnxbarngxf","qexbqjqcpi",0.584377550663773
"ryuepmvskd","wvvkmhulcq",1.35632129876444
"ptbovmtnlg","lbpxhrlrtn",0.858902878702497
"rjkeywreli","raepkyigxv",1.8288222612517
"iczznzlccd","jhhqlbwwey",-1.53464064263058
"zowjikoumx","erzmcpzkrk",0.85204340934031
"swrxgawcrk","dsrbxmfntq",-0.168458758564172
"weneyixkro","pfgestkpjm",-0.492379536199101
"zbdakhmmhv","sfwavyidar",0.461105994293657
"fyzoicanlb","ceegarqqkh",-0.608978942795923
"rnkublciyk","tddgdfszto",1.44103983553916
"kfkahrczro","vxnyknqfee",1.04209006307496
"bpgbgypsin","comehmfalo",-0.54969083021978
"qdlrdnanwi","phcglpmdhl",-1.20358376681546
"pgfzwrxwyb","xwmbzomaej",0.0829342644858113
"kcoposaibd","ixjndqvpor",0.443738157286045
"wedrumrgog","yaxggytdeg",-0.171466621789169
"npmafczlxo","pnfazauvlz",0.74761153619406
"zdhkahwqja","lilqtkuutn",-0.248829394960855
"abzqffrpip","yrrzgougkf",-0.427576940368813
"rvuxllaqio","rteiztllpo",-0.772583406358109
"jicoxjqytj","tvpfaevaaf",0.0647400719710784
"xvjjrqeziv","pebvbtemeg",0.135604311112339
"rcdcknxmop","bympejvzwz",0.677458957241119
"rwtjtvqxog","qstqbrubjg",-0.057071808125321
"trsufhzzoe","lfiknlwpwk",-0.176630687804021
"ortxbdjbcg","fcaarsispy",-0.776485287529421
"gzxozohqwq","ianryarjkv",-0.0903993599964923
"nqlysilndt","efmjqjsijp",-0.988632643199201
"krsmpcgxjt","lwlnygkouu",0.213552250678734
"sjjdpeapzf","ywhrtvilzp",0.908906125232769
"qjrhgcxbkb","wtfusrpfws",1.75314752877466
"kqdjeozwux","luwjvasmac",0.341676777136489
"yergvpfkha","ojnsntivte",-1.02661593454991
"htosrvhvqy","vqnbyxjvgs",1.57854207419996
"bgvfruqgqe","ewdceotbwx",0.497714322146068
"ovctrywrjx","oqzkpodqyd",-0.864360698973642
"fewwijqotv","cnrvqirooh",0.369430468684704
"defrefckxa","sagunlkqoh",-1.43170855207115
"yfqdgyafxh","dnurwuxhvk",-0.0403858389947409
"uaokxmmdno","cpfmqlnngj",1.88264505558185
"tbxahjuiqp","dljawuptjn",0.475662431682221
"ngaetlonie","aczkmkfnxf",1.36691582279111
"ofsnqzgkve","owhyzvrvie",-1.71342961526258
"cvriepeffs","cpevhaziqg",0.0181817819983792
"kakkaoeukf","yvtfgfjjgr",1.10576465808976
"efutopikfe","vcnfklhedz",-0.769138674393229
"rnkiyaueaj","fizewhbjzc",0.549684876830076
"ribziksznb","pwafilntml",0.677653333784324
"ytmegauoei","trujuyqvof",1.68929261845273
"fxuhfezmhf","zvqubxwlvk",-0.0435035503347786
"zxairufpro","fuuhltpzay",-1.03565957979719
"kizsgzbxmy","jpahpotkwp",0.30930104796391
"qfgajvfnlv","ptdtpblbiw",0.669312256759039
"vlcajswtdo","kadnvzekkg",0.282041301660732
"btykgvqtdc","ghjdgjistt",0.862021263756602
"nxtwwrlynj","bvwyjtqdmc",0.530678918515057
"tvxylbpyxw","xizqkupuau",-0.448716549097276
"lummhnibsg","nydgzihuas",0.0492428586139325
"ofokzxvpdf","hmmqbpqadj",-1.63403519259597
"fsvcurvjip","ocsmmfidke",0.0180018380113317
"ajfyzjexhz","wjitszngxo",-0.519026154805254
"zzsomuntkz","ccmorkygde",-0.682582262443581
"eseipxdvys","qycbxfmzgf",-0.0587972060239894
"uplbcgojuz","omxmbakdsv",-0.468397299735416
"xwghmocuxr","imvtdyhdez",-0.41955319915307
"vaqcmznplg","pefjgsuzvy",0.318629603171852
"pmuhcvzftv","owjtpyhmal",-0.849415479236781
"xtksjtiwob","ampggsdxbk",-0.134435826977341
"aotencwbaj","oatyhihojb",-0.291639743294629
"dgkfmryzjh","nmsvdvnstg",1.07930249597911
"crulqlytue","gvqfsjfbcs",-0.544159960715204
"sxycgcorch","bolsqjzhfs",-0.0174740794872409
"kzevuofcur","bhjdtwprtm",1.51583398000825
"boihvbsgay","srndtxkmkl",-0.795591635354326
"dmvgtggtak","zemjzfjjtg",-1.1184198355128
"ybbmlaxofu","dcfodaqssd",0.143125009181756
"fxsqbswmmn","sytsheaaki",1.01962403250322
"rwrbpyfkgc","ssphfnilbh",-1.07620054411377
"frtcckoeji","nkgccmovmi",-0.163607185102136
"obkgevqqxf","eofxauuife",0.429248068133826
"vxluybcwce","clhbizrgfw",0.256815794941559
"dzxuaoxdec","phqaknnaqo",-0.440382702736481
"gdvosmtcjp","ztdjragnbd",-1.58858331744059
"httxyyhcqo","nopjmhjgbp",1.01725527314427
"alcrsnulcg","hwoskcxcgh",-2.55693658429366
"wwmiortulg","kyfcopdmlv",-0.582627361105359
"kqltinmgeu","mbgjixkajj",-1.05674609898407
"tlndaxjhhw","wdzwzsgkgc",0.135193362375706
"spzivrxyim","pyjjwxvokx",-0.488505342469861
"nuuggverci","ndluzriqjf",0.52406712916305
"zpedncgksv","yxeigrvzjv",1.6794974966726
"javaghdwpf","dhvitrnfwd",-1.15770394805116
"eovpytlize","ojktcrsoho",-0.687407548632092
"udcywvnymu","kxkeuipvyx",1.45082156338666
"aaefoqjbgi","ckokxjnycu",0.647695864180353
"urtvbyraie","azhrqejnaw",2.09155628990439
"ebrofuwkzn","fnzhjrkvql",-0.0514756068498957
"aqibhubpfj","mgbaqnflmv",0.00130352096171371
"urriqiwqpi","wubpcgzugx",0.663781658822998
"vahnzysrfj","tbauvmdapj",1.10494447922598
"zefpzkrrcz","yjdbxdprdn",0.643545177093063
"jwurzjrzmd","swfmcaskwc",0.344535290312657
"eaxppbtgvl","fadfebbdpp",-0.747454785360609
"pskriehidi","awzjbaqkwn",-0.952740553997893
"uegyvtrjyd","rqxwdnrdkd",-0.678127259422519
"arosbqroug","yjuqitivdt",0.00753037069412445
"tmwznzxzru","dsmzyomfmi",-0.588636677516732
"fbnpzmifdy","xpwpaxtomz",0.163934769790651
"aqpmhqauln","mhtobqgqlq",0.0529233740738176
"dmmdyltjpi","tvojqysgpg",0.911242018455663
"retlcwcinj","yvewgtnxkz",0.710153153928556
"qcuvyyuidu","xeqksvdikz",1.09909518799089
"ijbqyjipko","bclgriaiei",-0.309392796578489
"ktunhdwwvo","vdwikkfmuv",1.13990707857309
"srsqvcxbxh","njrnoihkqq",0.595811339930507
"sycqvrtnfz","ooiyjtvfyu",1.11886976993837
"yxizbimlek","zdoioyfjcv",-0.060420883871388
"ljwdkmnhft","smxaoyqlsd",1.30150599183278
"pgiuhwxvnl","reqgdiynza",0.790838402316202
"eleqdurbku","hraflgempt",1.14198206903806
"oarwfhtjxt","jwbfpdhbvu",0.473316637174927
"xeajpnazbq","biidagolwx",-0.433637393841203
"pjhojqfaks","mlbhnpngxa",0.849899128157769
"vmfqihauef","dwhnanjarj",-0.210002702173069
"psnqsfrrqp","vxbiiuqexy",-0.204702275128819
"umvbxamaxa","epfelheulq",-1.07583817743868
"knlbocuhtw","zvqgorngwt",-1.60077959442738
"wqfitrgzty","kswhmijxgh",-1.43005058971611
"tywtratanu","etppanpzou",1.37560356210368
"ivgljdtgjt","sbbgrakrpe",-0.132089597077767
"ccyobmuzvv","xsdpekmezv",1.61303091915798
"cfdkmmutbd","okdwjjviyr",0.623422277134516
"uqerrafain","sfhejsgcmg",0.0870931819715504
"jzugtkxhbw","fzpafwamcy",0.834740500674253
"bhapjdcpty","lixlmggzwa",0.246343853784028
"zryqqqzcik","siyzplqguw",1.97776363490791
"ppqefnkkea","zgwnlvipuk",0.916240426723109
"dbvierofba","lkosvfsvyz",-0.741390274120764
"ospmndxybl","ewwqyjqnkp",-0.8559454408535
"dsqekhzekd","kcjilgerbl",-0.400990698134806
"zfzrfchcxt","aeaizuozpp",-1.94805536128129
"bvaqeefbsi","epxdgvduub",-0.738170710530514
"ecuvajhrpy","qljzdvgfpw",-1.31698320563908
"ygspscihzc","dppyifmpls",2.07838036024114
"zursfwfosq","tbigvuuyng",2.4080975139385
"sfdtkivctf","phfklimlxy",1.20681063412316
"xasifhibpp","rmcotelgfw",-1.01527727569624
"ztysksjtkb","wyjepofepn",-1.20808427836821
"atfkimzjtg","trvewjshts",-0.463617219173852
"lgmoeywfyr","pqigntgyqv",0.362758522535431
"qzuzgjzssk","efiiizcqqm",0.100102885503984
"zjpaydvvng","zcquzoybiq",0.520617742344694
"isomewptod","skoqzzyehv",-0.372382673009955
"wmkncukckj","dwsjaojolz",0.415008148634559
"orzkirrwqx","xedfzfnpvq",-1.02207457750785
"wrtyffemkw","mrojnemwcp",0.346526775920576
"nloggpkamo","jbfpxfedma",1.89094289513874
"woedywrxbd","simcnrrojn",0.784356281267158
"wptrmlnkdj","faykxhosqt",-0.237793303030512
"iedkwelbkw","mgbphcywrt",0.362341387318738
"azdpyjtahl","wenbtviary",0.341785185826242
"feokcryhng","rwkbzntvlc",0.0165680158895
"yxbtktzecc","nlizgaivmv",-0.909963942971533
"hblccucvrj","gfoqrrbocb",-0.81073274781072
"wcknpujjji","hzjequwijj",-0.606152461806918
"yrkhmgquoy","tdpqhmhnlp",1.05297331445894
"aqneqaezdm","rbulorzmeb",2.03755023026958
"odohghatdq","iztnbebrys",-0.301435160775305
"fvwektlgii","fxhvjigvcp",0.497498151769279
"qsmhobxfay","aeqpxjhbrq",0.712490185582896
"svwkjnqscl","uzaustxryc",-0.617348188799642
"wtcmkytuby","hpwsgbxwtl",0.699195663229536
"jrexuoacza","mewlhxptqp",1.36797321248233
"xszonkwugr","bdxhrmxrdi",0.286699851808599
"vhskdawamy","ydawkcbwha",0.31806904504126
"svivjifhze","qpznnsnbom",-2.24127380114356
"adbrgrejor","atvvjdtzuz",0.704908543309451
"inhgxqdofw","mqdlcjlckd",2.31689136616448
"ttbpgyeqqg","inkfkpktvy",0.475213071029429
"xnvdeexdse","iqpnmjkqmc",-1.88389327015566
"fulvfemvnb","rclzvuixdx",-0.334671822225343
"mpvikwrdrn","pojcohclgd",-0.852695679322417
"kgbnnockqt","ytooqzpyrd",-0.732310463056476
"kqpgrttzgh","oiypgcvpbj",-1.16044782092646
"fqbgsgvgbd","hpgzvpswpf",0.990373915982752
"atbetevljt","yiqrrenxir",-0.334914249951758
"jsjdmeoquj","rsrxkwtscp",-0.807771346788598
"nkjlbftidy","tqwcyhrtpw",-0.00584527067639929
"vummxnkslq","wccogllkqr",-0.339594790237724
"ddejaujekq","xadrbbplim",-1.26368511289779
"jnppbmdwgj","oucezfcwjx",0.416409833142422
"gnkwurcjmq","bgfygshqnq",1.09860754968254
"mqpipdztwh","fcdjqlywyy",-0.311672621340157
"akvyefbyqt","ksdjvsgsij",0.253482979868643
"cabtwlkzyv","jiwnolammt",0.876188049039614
"zbozuogoub","uwahsxdtcc",-0.980107831502241
"yxddpcicgu","uixjfezmzr",1.30658586591711
"duzdcvdyoa","ggwcxmller",-0.0318845605472891
"cktxiibeyr","azcwaljrmm",-0.501049915476276
"jbxibgnzyw","nasxghqico",0.00743162928667384
"mygrxfyjcj","zvjwoldoxk",0.270185351458891
"uugyjzjnre","yyrnonjxom",1.1857583904625
"mkjyntmuka","sfbvhodqoz",0.59225663359788
"czfcmgmlkc","yfeitzihwl",-2.30120743375152
"ysuceixdxz","biprzesvyh",1.00333175100116
"spfbouisze","mzbhtmmvzb",0.106364066321575
"ndapoohfkp","kjzhqlupjr",-1.00654269993077
"nxhldcmtce","vxxxfmoqna",1.85339501030017
"gyndexvema","vfhmhwzxwp",1.06439157537414
"spqmxublug","mvvpuhkyew",0.0916330705363103
"zxmziiuwpp","jgkuqfqheb",0.864235824466998
"rlvklcbsdn","fsawlpignj",0.426281433477568
"ukwogvfatt","yahmxamcli",0.34141471010731
"buvepxnhas","rdofvifcsc",1.29571002985327
"xktlfuyhpc","nviamukjlt",1.20386406014651
"vwybakaual","ggclqbwtvf",0.967818254899883
"sossajydnf","zjppjpyzud",1.04247349488543
"jqfhzvrxfl","ugyzxopvii",-0.382156493850193
"nwedyxokpg","fgkjybafkm",0.803989930310733
"mtbkqqupxl","kmrhxunias",0.141044800800132
"cfvsgnssdm","joytxdmbce",0.950331109594899
"nvggcexfzz","xnpnhqscxu",-1.60205017472538
"lkfipaxxkv","haxmaoiavj",-0.587263709221507
"oaodgyuxzh","vhpiitlqwk",-0.634205226392674
"qybzupwdut","feyxcctwte",0.114418049892721
"evhshspoks","vgwqnggmte",0.661598223426424
"hkkvnbpnwb","kanoamapzf",-0.471093257602682
"xkmmxlhcdw","iepiukoopc",-1.69123073273973
"pmosvunmrh","ehobwrrlwh",0.864806994776702
"qfpvaqbtro","pdjbivalth",-0.0579484089343089
"guyocmucoo","izaxclbyrg",1.62102687953173
"iusfodlgjy","zdkknfrawb",-0.855898767597538
"iywabpwxzp","twiillkfyk",-0.338221044732024
"tnjwalezbe","gpmnttntyg",1.13796749369255
"abkoynpkqs","vxhrxfuvvl",-0.429686807542194
"babftbceex","nuexenqyfa",1.68538306363279
"gkiryttlwz","qzhdniqpym",0.509791732123145
"pdkjlmnhhi","megmrvifqm",0.0858337497219686
"hyzmdodtzn","xvvujpcnwh",0.275003562031504
"cueitezlau","jnptmufyhd",0.0143341217955718
"tiviljftcg","ipgpszgsgq",-0.79285372340011
"uonpnohfvo","dbhvptyeev",-2.30165175180434
"kjqfkgnmki","kxwqrvrzjw",0.223958501499803
"bpjopkabxc","ijcoxvdvdw",1.17762485885758
"tptnkolazj","fbqdsobzmp",1.06787614006067
"njvszbfwnb","hepxvobtvx",-0.509400811393793
"hvvvtwpudg","tmbwymrtja",0.921188934627387
"ggoerazjvs","ngdyhyaxch",0.362087421484736
"orqzescuat","qcighvuyab",-0.672908644688838
"fjipcrrxda","zqocsekait",1.71158006968501
"qyembkjbbe","ugzrdyvcij",0.670628745148044
"tffqgegzdn","wqwjxociqu",-0.0429559515879746
"hsqxxvupet","cawnrjidwo",1.52533260566251
"wapxognxph","xjaqytxcyl",0.8385324440175
"wscfjnmtxk","bwoizrtmxe",-0.854483528626002
"bljqjtsfjh","mwcxeixxrb",-1.21104259164444
"jksegeanli","uhvtdbowkq",1.61751901948773
"etggnvvydu","mqkdtvtogr",2.68540032781071
"xgisyizmbv","jwksntvzsq",0.0741110780745345
"xyfshgofnz","pvxutskuea",-0.434915835738228
"fctjsnwhyf","kkoaemusbe",-1.00177901121815
"wflnfclinh","ctlyemunoa",1.08475842288655
"agjdkbxjtg","fksypxjurt",-0.0448491390132377
"xnzclhsaim","neiolcfyey",1.20221314129092
"ktuvjnigim","vzswrlyrez",0.73034151214914
"bmaayyrwtz","hickjxtdkm",-0.0401367852071425
"qojiswvbeu","kartumvxnc",-0.00259163067788059
"xxnzqgcmzh","spysfnddiu",-1.00040906692869
"vfkvlaxgfe","mdzfmisynv",1.10720125225452
"nyncnzzwjs","berddxuzwv",-1.23297679998742
"pkthylrawd","ddglaimrid",-0.00911806862032744
"mbfdrlfujc","rumzacuuvj",0.71468466630854
"xegszdiurz","jjygqahpfi",1.50511979548612
"rccbkpsxht","lshpsnvkqn",-0.244805895130825
"ksljxoctse","nfayahibnu",-1.01631029853085
"oaxpypmokf","nlxdgchkgc",-2.68609750608745
"gvbbosnmkm","adntclapsa",0.441110231189866
"ffifhkbjhx","itdxdvdipv",0.310065127723439
"bzvhwkchdm","hdxlieohvc",-0.310857373595591
"hzxxhnsmnv","ffkhfzfhhr",-2.47741635635892
"zemsambols","dyfytiojsv",-0.54655242030275
"dywbmeypxv","onztokueia",-0.509514701002588
