"key","key2","value2"
"blrxwkyqwe","qbsrwblkls",0.106853568405942
"pdodgnylse","zvgqgvutfp",1.76914660520342
"rhdfqgxdhi","zcmvfimalb",-0.245256817018474
"opdufandhe","fucyxivbug",0.513833744325836
"ujxngjcftd","suhklhvgbs",0.0734097710469716
"pmsseoxhmu","qziqzixyiq",0.708366033067015
"cvppboqaaa","vuijxzwhep",0.866452161462292
"yiyymgmabq","prchanhqml",-0.489264740515669
"xmtfxfxiat","djygpcgous",0.198993044797566
"sitvsmouxz","mjfimapfzo",-0.263660127922054
"qllckfabtg","lxqqiwqwvt",0.612631108071838
"mizcsqrjab","chpbwsefap",0.755056628185511
"alnnahswjk","nnixueltbv",-0.124516823113546
"lthrdhfpka","bvlgucesuh",-0.516439106057095
"jwtsuumzhu","tpmiahujam",0.706566506350878
"pignatpzhb","neattwntyb",0.350382114203333
"vqxfcwewct","tgzzqhsxgv",-0.888086191174433
"srdkwggkbr","kpuinwcelf",-0.19608314290115
"qnorsnueqv","aglgdtwqzr",-0.73461129813623
"hwbbwzxzea","ttulrrlgrz",-1.06524549402214
"tcksdjytxl","tnvhxzryqw",-0.608039743956396
"vlmbukmyrt","ltqbyrvxuz",0.960078190763092
"sbnwwlkixn","ptjuyhgowu",-0.0554096316266329
"gsarkdcqxl","lcdusutnag",-0.730432604912586
"mwwzbpckho","bdqkubyxxp",-1.82747584506045
"chhslsiito","chthlowhuz",1.03731937188954
"tlwxthsrss","qqdcqevddb",0.034332061193705
"tutrhcases","agrrsnbqrl",-0.67844315018441
"yryrfeddjq","ycukpwaifk",0.768028367859746
"iwnwhyyrzg","fgwiiyeoki",0.933347300511713
"hjlllnmrkn","jppcxuukez",0.379476736300758
"kqxiutmmuw","wznrvykksd",-0.453420353487962
"guypmnbmza","dyhxelstpw",1.80921793179327
"jldnwqeodn","mtykriteei",1.03252892243045
"iybsaaedfl","zqgesxwspa",-0.235121940032716
"xdxiefefta","czjkzvydko",0.104963014549245
"flohubdbhe","hjivykslvb",-1.39042889609024
"imacxsoaca","ogxzvuybfe",1.4288317576589
"rishnndqwa","nwnfmdgtnu",0.626978100196717
"wbwlwitcrz","wpmwgphovi",-0.272353979331169
"rgsyhxpllq","xpwweavjsi",-0.622965242457468
"ohmiteoutp","vxtgfccabo",-0.613566233457385
"gzosxgfjnn","rczdkfqlwz",0.333591954184094
"cempjqmypx","mhxeyicezd",-0.88997189084155
"vanfpiwxjk","ygcmkxglyc",1.07625822628328
"ceqjjbrbjc","zgmshdsbox",-0.604451350200764
"lcvcfwcqqu","efvcimdtef",0.169852878296047
"ajgvjfxrvn","rgcnfzodhb",1.53154828187962
"qvmzbfvzci","rwmdkqwnqp",1.32858761259051
"mfhzdvdcfi","temqbmuaod",-1.22401585068737
"imahfajoxy","zcmyajmwke",2.12152838277632
"toskcwoslt","klqucjsitb",-1.342390029508
"cgueydgezc","iqngaumrbl",1.13879978506546
"ixiaowplnq","tigtrcystm",-0.756462181327875
"eqzhitcsve","troutpuqwj",-0.711344479066614
"ylhotbenka","nzsawrxvfe",0.824959274293123
"uymcatidme","djpmemvhrn",-0.584780524394047
"zkxqwxrpaa","qgelaylbnx",-2.31852889069768
"ceqirpkxmx","syqqemlcjc",-0.935320895296754
"rzyxbnnlmp","yknlhuvhnn",0.793575119767301
"wkgbxekchu","aayktlgmfi",-1.56598667709663
"hsqwktoowz","zytorttvka",0.156687264381899
"onowqgdwqp","awfmjzojvg",-1.50794132874415
"fzvzjhyyvr","bnphxvfihy",-0.876422724218103
"ycejtmzbkj","dllfqgmzje",0.165824845681015
"rzaojuawey","efdgdgnouf",-0.561883673982644
"yfouauogyo","ovaxfaogmq",-0.406563905479501
"bsgvaiqgxc","cfqxemkqvv",0.685120854047241
"bipetzawor","gjyrunvuqg",0.254655403211807
"jfxilvofie","ydrhwpkqyw",0.758531156827331
"vargzycbiy","kvujamlqgw",0.994369729223797
"lttxozqiuh","wuguksgmgz",1.99286563305858
"weljaxakjn","vshjlhwzdm",-0.790876679407093
"awxunohgnk","kcnhkoamxl",1.75663315063055
"zbharigsvo","elffrpoxrb",-0.813482727725258
"eirvaiuyrs","ywnogpgsen",0.23902628305696
"azhbtyadoq","zeyierbskn",1.03083322735341
"rwmbnwmmsd","vyzeulurjp",-0.213024876766482
"adatufsvgv","qqejqfukfo",0.0870837686250038
"myfeyqqpoq","ajmpmcxbkd",0.0895022397952244
"qnzrzvvcek","wghcthmtfx",-0.941635208894904
"mfwgeudovg","latdnumwee",0.767617090439444
"ltfrjtjlhk","zaqiimfint",-1.78081745781237
"mqzlzbpedq","sdfpimnrwj",-0.742547640924446
"tqpjmxnznu","bphbjvuzgd",0.279044966287012
"gvqgohgfht","zofbtperbb",-0.477243254986426
"mctjsdxinj","qmeuvjuujb",0.543948464616528
"dzsyhdxfcj","treovlzyss",0.252110726400194
"rskvqclrjc","krphzcemnu",-0.547859576247363
"fqofvdxnok","pclwclkpjz",-1.30376706139893
"tlysrdtppc","lwuiugzqae",0.516970432882578
"aespfpyxor","fyalgsnzkp",0.283831726834492
"qqhxxxkios","nfeuqhctjz",0.492433379211455
"isdlffmmpl","wwobhxuvko",0.389221732808885
"fqoxoqnfyk","wjkkcamywb",1.83910642583507
"akhtbutrgu","cidtezwoqz",0.909669001468952
"uzcbqlsayg","gfxpeppung",-0.00676359872647537
"zuvnnzuzdy","njvqwzzeio",0.893055554659758
"jpvbynabea","ubeapwvjyr",-2.28534731559968
"yfrvepbmdg","regsqmpsdi",-0.326709828925717
"rhbracppvd","vcacseeewz",1.02330225182839
"nateuxmvvz","khtpgbsasc",-0.532927705906542
"ourquupokt","jjwcinkfbe",-1.41611946789986
"uvruzopkun","ohdfyaetlz",-0.0276253016623407
"acroyqestt","yhhlskupbz",1.02942331523697
"chzvldialf","lpmvqmyudn",0.832288200025151
"hptthhscvo","yqmkigpibq",0.921154854670964
"lymphbaugr","skrnwbapfe",0.531052971220311
"lakqcdrasl","bwkciboolr",-0.735145998107961
"hlilbcoorc","kcuqhhgsct",1.75693762225392
"xailmyeqwq","fzwkoxvqat",0.289428253381852
"xabfahrihx","vqmiocluqo",0.526680444602486
"nhtryjnlxw","ajrarzdyab",2.52798563572182
"pxbihuorbo","gqfdkruwaz",-1.75913261534544
"rowcsyjtje","hgnzrvrcqi",-0.286857603495244
"brhshoubuw","matpvsmfes",-0.42250244967869
"xkxshebomb","bvlxwcduwd",-1.26619375713577
"fjersxzpma","iihingyryk",-1.91026453047679
"ugxtryqfmg","epnctwwxzg",-0.787782524284051
"lxerebktqt","wxxpbhsjdv",2.15703728165866
"tziplvsfde","dtxqanrnaj",0.282208650910641
"jyythjlkvl","tmsexurgfj",1.27436053073961
"bqimzuzrpo","nosetauckn",-0.874587048385764
"ltrafnrfmn","fiprtfpzwa",1.00935689845372
"oxfvrxntsy","lkwexcgnqx",0.775087524584739
"cvhwzheczx","amgnbrwyfy",-0.418496245726851
"xubpprqils","flouamwilw",0.921064825376179
"awfmpgqoav","ldzdhhsois",1.2494100087849
"cfaqwddsdm","tovvwxbiee",1.21533018463736
"mffvzodvht","hvcrqhilse",0.575033217116564
"eyjseyapve","oirkxlsxry",1.42615778593494
"nzdujbttxz","pssjfjhgag",0.241397451138694
"ytubmibkin","dlcsqxkdrp",-0.909280533010569
"rfoioesojy","txicjfujrx",0.777070198323781
"kkcjwjsodj","tfpbjpzjyn",-0.399752081038642
"xajoeexodo","rattmixcds",0.603324381368803
"owwrhbfngl","odhjyjtvmi",0.240906330136709
"ikyrbwssqy","crfcjwzgab",1.65291086582833
"vldjrnctdy","lvzbyurcvd",0.164697170352226
"twdqnwiemy","wtmasupvgo",1.44085891570186
"gooiqazcxe","yuyluhcddd",-0.284266636538307
"ihqlvzuvfy","oqbsopohau",-1.0625060325404
"ihbqzstuyc","atptzkiile",-1.97390145316505
"hmluaapgkf","vxowlooqli",0.344005596505171
"qsqwtwfpyv","uhkzjsltbx",-1.03572245723195
"grayilxdhg","ukinmakhdt",-0.0681548415304618
"cydagrutof","noikbuwzmz",0.374040648219594
"ezdleijwvt","hngculajnk",-2.35610748456993
"ayzkbxeqwc","wulxpvfoiz",-0.306540875606981
"ncxwlzubnz","ofnjsdotyk",-0.239834023097667
"ebqkpfataj","vjzpanmlto",0.312191577052588
"oxbmxxsblp","jsxkxxsqoc",0.791252628425914
"qdvkffhnnn","adncisilcq",1.09733930222195
"haqkpgccmt","fdtlsyhzft",-1.27971116491532
"povcwwxttv","byrpgfnnsl",0.0140861788893433
"ggqfuraxiv","muknmtpxdg",0.018988563608427
"dxhdhwpanw","tkttawhkgj",-2.09365483297147
"zlrjbpwahn","qsaejsfegy",-1.99790912432717
"mflirtpglj","xlzvoivcvh",-0.661070837209779
"cadenpyubu","yugomogufd",0.459250697975047
"gyneypdxau","ofilgkxlev",1.07233410574178
"gqjighumxw","drvutlawtv",-0.903057382678303
"ajhkxlslby","krrxmwekmc",0.814614123907057
"emgjfgpzjx","gzhgwixgdy",0.167466777855813
"qpfupcpbnt","vfhizwxdkr",0.187052153275072
"fiizffmnjg","ogfhhbovmj",0.124533672779465
"bwfdgepukw","fnjboulqrg",0.427630534478206
"qmlsyfxups","blpsczpptz",-0.768878988289168
"iofwjskegd","nebcqakuks",1.38589725785726
"qoseomcgii","nhayhkbhrt",1.16750040185692
"zcrptljbai","tkwxzpvgwp",-0.429732388159258
"eaqgqujyme","upsmfcbpzl",-0.208113628440848
"nhlzcaozic","xhsbskltpy",0.147062859832708
"piqlkzbzmz","uvbkhnakdl",0.034631966004485
"icotdolggz","achxconhvi",-0.47087063924592
"msqzpabtvg","jtlbwpmjan",-0.850816561797081
"quybcrahmm","berknwuops",-1.00329317807961
"cvvmjzsacm","ymbzrqlqdk",0.595517559900175
"ziallzexjy","yyxchaqhbo",-0.0354015176215913
"wxffqtemgy","vkgmmzlsrl",-0.716045278283622
"ulnyahgrsr","icxwwbyrsg",1.29873529645931
"wwappvlqlv","yubbstwery",-0.644374371652824
"ubbrlkrjuo","zgbssxduve",-0.298210053734811
"iafupenzjw","wuxvorfzkb",-0.0404428004061948
"lvfcghwote","hsyoumkayk",-2.20556802165276
"fojhthwkvf","yrhgdjfgoo",-0.981950784219355
"jncmqjhxtd","chcffamwrn",-0.939878782161746
"apfxqzwejc","djkiuxjfwr",-0.390609664522635
"zzrxnbgucu","woigfboawt",0.71980516152003
"dhaaoeojqa","lxrzokinzk",-0.230933761079018
"lmahydikey","pwoaifnvsx",0.368102386960302
"wyimqxwrhf","ervnjnuhmw",-0.395725997548207
"dsufijpkxo","htojoelvzp",0.164937721395738
"bdrlqbzgpc","figpqnhuae",0.380841132102097
"oqscvszdcy","sqxgjmszsx",0.786749059645372
"bvcwezpyzt","ovvgneform",-0.0921666616026524
"sbkscjbohz","vkptexppzn",-0.106420593636706
"ubuoxuvsnc","wrwkspqvtd",0.332372795289135
"osyzwpvyaw","ruygtecvci",0.709636356268463
"wnelqrzcat","fxaqlgdeha",1.065997109481
"jinfeowhxp","lcyscqbtqi",0.195797512204411
"lovqpugdby","afafwoxuda",0.902436157716715
"qxqsyldwal","ajrukvhnfp",0.37429586096519
"yvqtkqfeie","pfgasmashn",1.14346180027254
"bnscxuikly","vrqhpnnnwk",0.449120555526914
"kirbunsfaq","ewlswtgboj",0.0624537707641561
"axqtfhdzok","fsaqigfiuj",1.54444135647477
"vcqhbjqjvv","ljihubdgsr",1.0919211634699
"riojgvxkqz","anqhfpofvf",-0.681215067698678
"rmzezmkcwj","pzqfjxhqwo",-0.512518184042984
"iqnquzcazm","gpnlehmpdh",0.170358589580778
"cxozuwfqvm","mrcsxoyhax",0.979354974296686
"mwscgnidjr","ogwtpcjqba",2.63707168224385
"fltaeedhva","liimhpvgpo",-1.32800727311077
"hnclrrqmvd","kiehdwhsxl",0.843134192452078
"amkehctbtf","mnacaueyzf",1.87970459392795
"plumvrchvk","hgoxxjlgam",-0.317829194179425
"lgwvvmcpwt","hcxrvvjufc",-0.0276960253773686
"oovpalyixa","fkurlugygr",-1.12895274371185
"yomnevmhyi","atlsccspey",1.29331833169903
"pgdqhwsdey","cljewusxsn",-0.512804544363163
"bminteuypr","oucwsgwjuu",-0.892809944576854
"chqxhntvcz","qsbwlublbj",-1.21851792131421
"ypvnnkmlex","urdqwqabut",-0.378784282441795
"gdladsvfbe","rsesjbilpu",0.352344574908125
"fveuklbfdh","abjhaurcfy",0.714858546117386
"ioszaphgxa","bagoerathp",0.933864256181474
"jsxslkijfa","mtiiaobxqf",0.462068421558936
"hzufravsby","uibfmfgdvt",-2.20613723923048
"qbopydjjul","xguclkohgt",1.01430006268516
"hhtpmdstpp","aqtunsivpt",-0.737066053343194
"hxcxdkihsa","mswflzdvhk",0.0658668341135502
"jrczrkuooi","tjrdohkvou",0.233654013684085
"juiyvqdori","moqrxaqovt",0.0670573236746416
"vefqbhznwj","exhcjsgnlq",-1.30109214055473
"lyhofxsjyn","ejokxllias",0.374675387444228
"slmgosgjwp","qvfmouaptt",0.390581397501945
"ujypbxtotg","xtvygozliq",0.675431236545835
"vhtfhbnmik","plldvtrmfc",0.788047061712728
"kqrqznhjsl","oenxvlbzpj",-0.755179320054112
"hatovpnbzg","ykmwftowdf",-0.462532647603941
"zjiuaizhoq","qnntyoxlsq",-0.00782193231584293
"ggiynggdfb","jmxicisdei",0.806356625230412
"wsuyutfmtp","qkuhuwvucp",0.275518427851472
"sxzitzxnyz","qkmyhbmgnc",2.43385691853406
"uqssjqknnp","ptktvtaypv",-1.26057247767031
"byqiwiqqtn","qalrzxmpnn",0.288006453690919
"cruhdekgka","knlhdwiymx",-0.371724659862893
"scfrdiepmc","taekctxieb",-0.382114974438061
"qgpjwirjtn","oepqopgjgm",0.610541516316188
"uufbkflcck","kmzkvhohra",-1.34786057761629
"hlrhhyqfxv","bjtfnffkug",1.30480903309097
"ubdsqbisyc","rbvkphxgia",2.00335817749208
"xhlkurkndc","tmwutwwemo",-1.04079579477278
"mswqrcgihz","qiukrjjzrg",0.717365514949573
"nrhhcppffm","sheecgkbwm",-2.28737728574941
"ehmmbukkgl","okdxwpgetv",-1.02300636907139
"jxsjdpclrz","bkdrlzsxfn",-1.23686667289274
"qsxpkwexbt","ysnwwchgzd",-1.43876807769781
"gnjxcryqig","mjqclxjncg",0.171150833952534
"ycsnuzyzqd","liweylaeyv",1.49012978938837
"bzjrhybfng","cyiqpukqcg",0.302273235175624
"vbhqassvzu","aignwgegzg",0.588045660651688
"yfukcriamm","wzalyorjfb",0.945617817372241
"ixprizuiye","eatwuhsswh",-0.214188850287857
"jvehohzvle","cafyrderlm",-0.748837873953901
"bjkqgidiwo","twjwljysda",-0.555315127184578
"mjbfnihwyc","daaeimrnse",-1.42592963746378
"bxmhpzdyhu","lcjjnfxznj",-1.33940631911528
"xtkptovarn","anybwmtipt",0.56983734796944
"outsngedpq","gbmvoobdbj",-0.237457654433498
"cbjwukcgho","pyuqwoiuzt",-0.568500396595566
"xsnjjbfjvl","wyzwgxsixi",0.25395487422755
"hsdmilzsir","gjipmuypxi",-1.21287638361866
"kvlsnmvygt","fselpkxznl",1.30726660762117
"gqoceaypeq","nosnpujyvu",0.304132816585378
"blvxdpvget","tfnxgwawgt",-0.670677308394061
"aqsvfjbdec","exlsvrexyq",-0.431836765239969
"qgaugwqiog","oqseddxkmb",0.198792375261808
"knkxgcuwgb","jipjpvtjic",0.261897085877736
"rttdgpqkbm","msckachjkq",1.55103688760899
"jttfuaxjqv","ushvlujpqi",-0.793433422898055
"fschlojwep","wqynwqqpdx",-0.596073137130813
"kbruzdsqmp","jvwczufaac",-0.911332581801375
"tiujxpcxxx","azswlmptjl",-0.942599156795112
"roeomhftkg","xkxlobosys",0.747988676052524
"hjeooahcxn","hzobbyfzpi",0.57118635803746
"iyuhnwyoji","lsqdkhtjvs",0.52400356514478
"likakbzzpl","anjukiccqa",2.1311285716402
"nrtcbspncj","gwpueczfay",0.091132745486521
"mmrsmfradm","qkvpohpfko",0.371424714826378
"frmjofudgq","lpeqzhigma",1.79268440333803
"qvrdkapmfy","xktfuhtkpm",-1.33833392875903
"aasotnyhhs","earypfxeey",-2.17671523949535
"yyxwvoqwoy","twijehqycw",0.726459193514749
"kncpthazpx","rgwazlerbr",0.496252584938053
"fqijvwvpqi","cxtgthfbsm",-0.868172342747336
"vjkwccbwub","cswqrrlulf",0.701064502241473
"kvwbtyotat","suudejurbe",0.312666861385781
"ehpuxwllms","lbgkzoewrb",-0.313638013115526
"btbrnyqzlj","rfulzdteqi",-2.72513022742786
"hlibzoylst","jjhmirdyki",0.467947481740635
"hsfeftzvdz","mrohwemodm",0.339378357233517
"ezlunnyzjx","dgpeavpjqy",-2.54568936374613
"xkadnkyhup","wsmynrhlqk",-1.17950468562386
"bpyoeueaym","qpyslrdehn",-0.0391630188547527
"gncnxwqlbi","vmyzwrawzd",0.187810166404159
"lfyhbdbljp","ngtfygormw",-0.455629796772355
"olrzxrhkfk","sjzdordmya",0.26644519676112
"yiergwesmx","sezttbguyh",-0.36340637334657
"vpkpajxklg","eutcpgnrky",-0.073142917259776
"vehomxfzaf","rnrwalafxw",-1.70916866579613
"gmithwefjs","jmsgynkktc",-0.645225490914476
"dqphnqjwjo","urqznlunmq",0.380330555999508
"wahxamrqxb","pxrnwzkjfy",2.74555759596008
"ernhhvvypl","tarpgfnjtk",-1.00323741582429
"ztosloyjxz","cfmvqaxduo",1.32132875899295
"zygkquzfuo","vtdxhavmyx",0.447228384759258
"yklroecauh","itjqabgato",-1.21994088409748
"dpaooxbeox","guzwihgxih",1.54521801782211
"brdzlnffve","rbdznbranr",-1.08284296508056
"gmpjfnffmy","zkgesqnfvh",0.224421180957697
"xdjnztxxub","wqcfscvjmw",1.20375966067438
"kbwirfqhvi","bndoztwxsw",-0.00265962920960483
"iixanmzgfo","mpvrqkjymq",-0.98203983177436
"ungdymxpps","hxjubrizmo",-1.00757546120065
"rvsujgyyze","ejfnybeejc",-1.54330600133663
"maqxjaanjn","vwkofslegc",-0.751204836777868
"tsldncztds","pnrkwiomtv",0.664828974261534
"xegvlxnmjz","rsxrjapncl",0.343404388230662
"aizdwurpzj","babekclgjb",-1.29855646820335
"nsnqsysiwu","bwbwmzxusd",1.29798615772911
"xuyhjhzlmm","qetytyjsta",0.804387879141805
"gwiivdbamd","sygqqgrueb",-1.75906865444102
"bdurmaanix","fnbpcpzskq",1.5310646336624
"tpftyjycfo","zrxjjxnodd",0.530585592326819
"wbneqzhvey","vjobockfqu",-0.0565396686099562
"nwjzdcnhyh","nmmnsdfnkd",-0.149131222641681
"yhflyxtxyp","jxsnjzzmjb",1.61149697021352
"tgjzmfllmt","kxhrlnhtlf",1.59674958050873
"loxomjblvr","pjyynajluu",-0.70722759889064
"zlqkubgvba","fjbebqivzx",-0.388021750515986
"mkqslvdxes","kdxlrgjakk",-0.482991225413653
"mpdwphrvyg","bqyphxmemq",0.71712000660317
"qgyhnoxauc","jgbgvrdbgf",-0.265909002334471
"pmdasnuvba","cujshiewtn",0.285155699868052
"oxudfnbvvw","qfqnvkgvjp",0.964560952203206
"mdqgvotnvu","lfzoetyeei",1.10314899480952
"yjymidfafw","kopoychedn",0.605470162593281
"fsbpcnhqyv","imjfbxmcmf",-0.936125830244068
"njoweccylq","nrsvgelebl",-0.405335698569237
"xwhdizwlwj","jbkomigvmw",-0.51371253890109
"rnphubbwzl","zqgocbbeeh",-1.33644496192311
"giewswifhc","ipdrieanvg",-0.325385898998487
"ohscaiseap","pmepxoscow",-1.00900197093421
"xskewdfqhe","sxgpxiigbu",-0.635451230881941
"uqnccsclbd","wpfdzpnyih",1.48895668272782
"fwxiavjvce","tacjvxzsgl",-1.28679668630643
"qcbjuktwey","cakqpzomdp",-1.57786099561282
"zfgnnarvoy","wzlgploxlp",0.226135770720884
"tjoywpsdfx","kjwaccfbrg",0.106950453212434
"tyazznloey","vcqxtkrael",-0.16902448834175
"onzgbimuwv","csdtvxkgmb",-0.273247960283355
"nzyzhypzxn","cigghupmym",1.30137622038948
"gikpzyaqej","smsvvhqvgn",-0.573602556754406
"qvgptqugpo","kmbljyvhsx",-0.646195418459784
"kabccfhpwj","btfmwbmflm",-1.39126055555199
"nfithsbqqt","kpeyeqgfwb",0.250299734315897
"htvbysvchu","fycwqzwnxa",0.962757993204751
"pwgbevcpwq","iylvnsykco",0.861620637328775
"syceltyfva","srcmajrdcy",1.09057507324196
"zztexobbyy","qovqlizhfy",0.482344383050284
"cmmiyaafzz","gedjvkrhnk",-0.443066524611654
"eiykjfajdn","juaxcwajpz",0.903224940889861
"fpldfzctfm","vkjqtcdcpd",0.612769728424223
"holsrdejwl","njuhmuzgsn",-0.0578724768656709
"yifendocmm","dlczdkpczu",0.0359275507902329
"pacuxewswj","vmnhmjeczh",1.36074832230503
"jwjfhqaebs","orsyckinuz",-0.83350499376947
"kqxypnfmjv","aknmdbrrze",0.490353334815473
"bmasoitgzv","tfahgwcgkt",2.50553104760752
"rtewzewxmx","kxbhsuxxjb",1.0448897703647
"yiyfiwowia","stcitkigdt",0.550792314765328
"nhfhhdczsq","dvrnozkiga",-0.493816421262471
"uvlmqwicgc","icaqkpxpmn",2.50351052256034
"bqqfwyubmf","ctaleqlrpf",-0.418243182843602
"qqsvnaobxr","uikcdontro",-1.37911867943383
"rvlmwqhwcw","srpvphkrvk",1.33062332792217
"rhvewquvkx","aefskmkdte",-2.23173419185371
"vqamqypiuu","dlqblmmbyu",0.308795082290829
"vnvxoqgkqc","onrevdwfbn",0.541615537422184
"cdtjkgivor","afqcopitwd",-0.428155349434332
"fibxlyjbww","qnvyqogick",1.26131881226775
"dreqdexdbi","jzpitdoshx",-0.277600924939281
"rhxxlksljb","zwyksvkgrs",1.63122447013057
"dubgetftsq","ttzzhlvvqj",0.17701353410664
"cjjepixdxl","jdyfukisvg",-1.49536456160924
"nysnfvcilx","tprsrtunmk",0.12917020732713
"tejdfzjnls","jacbzdsnxr",-0.0583486086051888
"mplsjjxflk","inllmhborw",0.328157585184747
"fhlgyonhou","mvvxrwjgni",-0.245467966582036
"kbdizmipjd","paxyhjlgdq",-0.341438158721092
"rwsqilmtwk","uwzodkuzro",1.26992620867443
"mckedntqqk","mhkwdvxkim",-0.930517856926764
"magjhmlvym","dszxfeygnb",0.99239718081978
"upyjountdm","uqpxamlfxg",0.759530865663555
"clxuyagqyu","npedlgapao",-0.199509262009514
"frzirdprqs","vprkexmkwg",0.131887472081522
"grouhodrhq","wimsgiweap",-0.116535580678565
"sqhlrepxda","tvyayqarxr",-0.408520679555149
"bvkogusqnf","hrzhhsofeu",0.636679123450796
"bdutqimdlu","obabjsblen",2.17608779915203
"mbvuitvexj","xckufaxvgs",-0.776077268163372
"eknocjubrc","gzlziwcyvl",-0.0812755443503105
"nzhzclqzwg","vqfaeuqhpb",-1.22764146467199
"zznfegzbwo","njavcooowf",0.309859316786843
"cejqwmsrxg","kfgsboyfaf",0.752993770312169
"azftlvsipn","xywfgzvwng",-0.452372002947311
"kydgxumnog","ovfmfmjevw",-0.0564623492080218
